AREANM,AREACD,Year,GDHI_Per_Head
Leicestershire CC and Rutland,UKF22,2014,17628
Leicestershire CC and Rutland,UKF22,2015,18499
Leicestershire CC and Rutland,UKF22,2016,18427
Lewisham and Southwark,UKI44,1997,10070
Lewisham and Southwark,UKI44,1998,10578
Lewisham and Southwark,UKI44,1999,11280
Lewisham and Southwark,UKI44,2000,12285
Lewisham and Southwark,UKI44,2001,12667
Lewisham and Southwark,UKI44,2002,12965
Lewisham and Southwark,UKI44,2003,13578
Lewisham and Southwark,UKI44,2004,14294
Lewisham and Southwark,UKI44,2005,15233
Lewisham and Southwark,UKI44,2006,16205
Lewisham and Southwark,UKI44,2007,17191
Lewisham and Southwark,UKI44,2008,17533
Lewisham and Southwark,UKI44,2009,17661
Lewisham and Southwark,UKI44,2010,18370
Lewisham and Southwark,UKI44,2011,18292
Lewisham and Southwark,UKI44,2012,19471
Lewisham and Southwark,UKI44,2013,20253
Lewisham and Southwark,UKI44,2014,21225
Lewisham and Southwark,UKI44,2015,22648
Lewisham and Southwark,UKI44,2016,22724
Lincolnshire,UKF30,1997,10106
Lincolnshire,UKF30,1998,10455
Lincolnshire,UKF30,1999,10714
Lincolnshire,UKF30,2000,11179
Lincolnshire,UKF30,2001,11549
Lincolnshire,UKF30,2002,11828
Lincolnshire,UKF30,2003,12317
Lincolnshire,UKF30,2004,12741
Lincolnshire,UKF30,2005,13244
Lincolnshire,UKF30,2006,13504
Lincolnshire,UKF30,2007,14220
Lincolnshire,UKF30,2008,14560
Lincolnshire,UKF30,2009,14869
Lincolnshire,UKF30,2010,14982
Lincolnshire,UKF30,2011,15374
Lincolnshire,UKF30,2012,15901
Lincolnshire,UKF30,2013,16154
Lincolnshire,UKF30,2014,16495
Lincolnshire,UKF30,2015,17008
Lincolnshire,UKF30,2016,16853
Lisburn and Castlereagh,UKN14,1997,9443
Lisburn and Castlereagh,UKN14,1998,9566
Lisburn and Castlereagh,UKN14,1999,9873
Lisburn and Castlereagh,UKN14,2000,10826
Lisburn and Castlereagh,UKN14,2001,11153
Lisburn and Castlereagh,UKN14,2002,11715
Lisburn and Castlereagh,UKN14,2003,12194
Lisburn and Castlereagh,UKN14,2004,12707
Lisburn and Castlereagh,UKN14,2005,13221
Lisburn and Castlereagh,UKN14,2006,13658
Lisburn and Castlereagh,UKN14,2007,14191
Lisburn and Castlereagh,UKN14,2008,14528
Lisburn and Castlereagh,UKN14,2009,14641
Lisburn and Castlereagh,UKN14,2010,14573
Lisburn and Castlereagh,UKN14,2011,14855
Lisburn and Castlereagh,UKN14,2012,15471
Lisburn and Castlereagh,UKN14,2013,16103
Lisburn and Castlereagh,UKN14,2014,16448
Lisburn and Castlereagh,UKN14,2015,17421
Lisburn and Castlereagh,UKN14,2016,17684
Liverpool,UKD72,1997,8445
Liverpool,UKD72,1998,8621
Liverpool,UKD72,1999,9098
Liverpool,UKD72,2000,9597
Liverpool,UKD72,2001,10092
Liverpool,UKD72,2002,10328
Liverpool,UKD72,2003,10637
Liverpool,UKD72,2004,10966
Liverpool,UKD72,2005,11129
Liverpool,UKD72,2006,11661
Liverpool,UKD72,2007,12025
Liverpool,UKD72,2008,12046
Liverpool,UKD72,2009,12627
Liverpool,UKD72,2010,12725
Liverpool,UKD72,2011,12879
Liverpool,UKD72,2012,13348
Liverpool,UKD72,2013,13723
Liverpool,UKD72,2014,14049
Liverpool,UKD72,2015,14566
Liverpool,UKD72,2016,14538
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,1997,8338
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,1998,8592
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,1999,8496
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2000,9498
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2001,10165
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2002,10883
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2003,11163
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2004,11683
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2005,12323
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2006,13254
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2007,13851
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2008,14901
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2009,15453
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2010,15625
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2011,15639
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2012,16219
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2013,16377
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2014,16461
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2015,17181
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2016,17515
Luton,UKH21,1997,9260
Luton,UKH21,1998,8994
Luton,UKH21,1999,9417
Luton,UKH21,2000,10047
Luton,UKH21,2001,10691
Luton,UKH21,2002,11063
Luton,UKH21,2003,11333
Luton,UKH21,2004,11554
Luton,UKH21,2005,11710
Luton,UKH21,2006,11817
Luton,UKH21,2007,12128
Luton,UKH21,2008,12330
Luton,UKH21,2009,12597
Luton,UKH21,2010,12722
Luton,UKH21,2011,12879
Luton,UKH21,2012,13364
Luton,UKH21,2013,13592
Luton,UKH21,2014,13987
Luton,UKH21,2015,14448
Luton,UKH21,2016,14889
Manchester,UKD33,1997,7181
Manchester,UKD33,1998,7553
Manchester,UKD33,1999,8173
Manchester,UKD33,2000,8633
Manchester,UKD33,2001,8996
Manchester,UKD33,2002,9431
Manchester,UKD33,2003,9483
Manchester,UKD33,2004,9713
Manchester,UKD33,2005,10093
Manchester,UKD33,2006,10385
Manchester,UKD33,2007,10673
Manchester,UKD33,2008,10903
Manchester,UKD33,2009,11398
Manchester,UKD33,2010,11382
Manchester,UKD33,2011,11593
Manchester,UKD33,2012,11927
Manchester,UKD33,2013,12258
Manchester,UKD33,2014,12514
Manchester,UKD33,2015,13189
Manchester,UKD33,2016,13184
Medway,UKJ41,1997,10830
Medway,UKJ41,1998,10784
Medway,UKJ41,1999,11124
Medway,UKJ41,2000,11798
Medway,UKJ41,2001,12311
Medway,UKJ41,2002,12680
Medway,UKJ41,2003,12788
Medway,UKJ41,2004,13363
Medway,UKJ41,2005,13711
Medway,UKJ41,2006,14109
Medway,UKJ41,2007,14739
Medway,UKJ41,2008,15097
Medway,UKJ41,2009,15616
Medway,UKJ41,2010,15544
Medway,UKJ41,2011,15753
Medway,UKJ41,2012,16188
Medway,UKJ41,2013,16407
Medway,UKJ41,2014,16662
Medway,UKJ41,2015,17661
Medway,UKJ41,2016,17884
"Merton, Kingston upon Thames and Sutton",UKI63,1997,14261
"Merton, Kingston upon Thames and Sutton",UKI63,1998,14806
"Merton, Kingston upon Thames and Sutton",UKI63,1999,15395
"Merton, Kingston upon Thames and Sutton",UKI63,2000,16537
"Merton, Kingston upon Thames and Sutton",UKI63,2001,16945
"Merton, Kingston upon Thames and Sutton",UKI63,2002,17282
"Merton, Kingston upon Thames and Sutton",UKI63,2003,17996
"Merton, Kingston upon Thames and Sutton",UKI63,2004,18905
"Merton, Kingston upon Thames and Sutton",UKI63,2005,19672
"Merton, Kingston upon Thames and Sutton",UKI63,2006,20173
"Merton, Kingston upon Thames and Sutton",UKI63,2007,21206
"Merton, Kingston upon Thames and Sutton",UKI63,2008,21575
"Merton, Kingston upon Thames and Sutton",UKI63,2009,21176
"Merton, Kingston upon Thames and Sutton",UKI63,2010,21479
"Merton, Kingston upon Thames and Sutton",UKI63,2011,21716
"Merton, Kingston upon Thames and Sutton",UKI63,2012,23119
"Merton, Kingston upon Thames and Sutton",UKI63,2013,24018
"Merton, Kingston upon Thames and Sutton",UKI63,2014,24407
"Merton, Kingston upon Thames and Sutton",UKI63,2015,25927
"Merton, Kingston upon Thames and Sutton",UKI63,2016,26355
Mid Kent,UKJ45,1997,12667
Mid Kent,UKJ45,1998,12918
Mid Kent,UKJ45,1999,13265
Mid Kent,UKJ45,2000,14236
Mid Kent,UKJ45,2001,14751
Mid Kent,UKJ45,2002,15001
Mid Kent,UKJ45,2003,15133
Mid Kent,UKJ45,2004,15718
Mid Kent,UKJ45,2005,16131
Mid Kent,UKJ45,2006,16620
Mid Kent,UKJ45,2007,17216
Mid Kent,UKJ45,2008,17579
Mid Kent,UKJ45,2009,17882
Mid Kent,UKJ45,2010,17869
Mid Kent,UKJ45,2011,17975
Mid Kent,UKJ45,2012,18764
Mid Kent,UKJ45,2013,19382
Mid Kent,UKJ45,2014,19637
Mid Kent,UKJ45,2015,20429
Mid Kent,UKJ45,2016,20159
Mid Lancashire,UKD45,1997,10815
Mid Lancashire,UKD45,1998,11115
Mid Lancashire,UKD45,1999,11381
Mid Lancashire,UKD45,2000,12136
Mid Lancashire,UKD45,2001,12682
Mid Lancashire,UKD45,2002,12946
Mid Lancashire,UKD45,2003,13310
Mid Lancashire,UKD45,2004,13718
Mid Lancashire,UKD45,2005,14158
Mid Lancashire,UKD45,2006,14589
Mid Lancashire,UKD45,2007,15083
Mid Lancashire,UKD45,2008,15416
Mid Lancashire,UKD45,2009,16054
Mid Lancashire,UKD45,2010,15973
Mid Lancashire,UKD45,2011,16139
Mid Lancashire,UKD45,2012,16570
Mid Lancashire,UKD45,2013,16805
Mid Lancashire,UKD45,2014,17195
Mid Lancashire,UKD45,2015,18083
Mid Lancashire,UKD45,2016,17843
Mid Ulster,UKN11,1997,7833
Mid Ulster,UKN11,1998,7941
Mid Ulster,UKN11,1999,8242
Mid Ulster,UKN11,2000,8731
Mid Ulster,UKN11,2001,8947
Mid Ulster,UKN11,2002,9345
Mid Ulster,UKN11,2003,10159
Mid Ulster,UKN11,2004,11041
Mid Ulster,UKN11,2005,11719
Mid Ulster,UKN11,2006,12279
Mid Ulster,UKN11,2007,12395
Mid Ulster,UKN11,2008,12344
Mid Ulster,UKN11,2009,12281
Mid Ulster,UKN11,2010,12263
Mid Ulster,UKN11,2011,12763
Mid Ulster,UKN11,2012,12916
Mid Ulster,UKN11,2013,13325
Mid Ulster,UKN11,2014,13950
Mid Ulster,UKN11,2015,14660
Mid Ulster,UKN11,2016,14647
Mid and East Antrim,UKN15,1997,9331
Mid and East Antrim,UKN15,1998,9494
Mid and East Antrim,UKN15,1999,9709
Mid and East Antrim,UKN15,2000,10469
Mid and East Antrim,UKN15,2001,10545
Mid and East Antrim,UKN15,2002,11127
Mid and East Antrim,UKN15,2003,11617
Mid and East Antrim,UKN15,2004,12215
Mid and East Antrim,UKN15,2005,12703
Mid and East Antrim,UKN15,2006,13348
Mid and East Antrim,UKN15,2007,13768
Mid and East Antrim,UKN15,2008,14132
Mid and East Antrim,UKN15,2009,14271
Mid and East Antrim,UKN15,2010,14197
Mid and East Antrim,UKN15,2011,14584
Mid and East Antrim,UKN15,2012,15048
Mid and East Antrim,UKN15,2013,15543
Mid and East Antrim,UKN15,2014,16146
Mid and East Antrim,UKN15,2015,17005
Mid and East Antrim,UKN15,2016,17315
Milton Keynes,UKJ12,1997,11187
Milton Keynes,UKJ12,1998,11540
Milton Keynes,UKJ12,1999,11780
Milton Keynes,UKJ12,2000,12480
Milton Keynes,UKJ12,2001,12890
Milton Keynes,UKJ12,2002,13642
Milton Keynes,UKJ12,2003,13875
Milton Keynes,UKJ12,2004,14563
Milton Keynes,UKJ12,2005,14996
Milton Keynes,UKJ12,2006,15473
Milton Keynes,UKJ12,2007,16183
Milton Keynes,UKJ12,2008,16636
Milton Keynes,UKJ12,2009,16678
Milton Keynes,UKJ12,2010,16964
Milton Keynes,UKJ12,2011,16968
Milton Keynes,UKJ12,2012,17478
Milton Keynes,UKJ12,2013,17724
Milton Keynes,UKJ12,2014,18140
Milton Keynes,UKJ12,2015,19392
Milton Keynes,UKJ12,2016,20039
Monmouthshire and Newport,UKL21,1997,9919
Monmouthshire and Newport,UKL21,1998,9990
Monmouthshire and Newport,UKL21,1999,10657
Monmouthshire and Newport,UKL21,2000,11738
Monmouthshire and Newport,UKL21,2001,12167
Monmouthshire and Newport,UKL21,2002,12719
Monmouthshire and Newport,UKL21,2003,12930
Monmouthshire and Newport,UKL21,2004,13095
Monmouthshire and Newport,UKL21,2005,13497
Monmouthshire and Newport,UKL21,2006,13984
Monmouthshire and Newport,UKL21,2007,14759
Monmouthshire and Newport,UKL21,2008,15252
Monmouthshire and Newport,UKL21,2009,14843
Monmouthshire and Newport,UKL21,2010,15011
Monmouthshire and Newport,UKL21,2011,15421
Monmouthshire and Newport,UKL21,2012,16039
Monmouthshire and Newport,UKL21,2013,16003
Monmouthshire and Newport,UKL21,2014,16602
Monmouthshire and Newport,UKL21,2015,17216
Monmouthshire and Newport,UKL21,2016,17316
Na h-Eileanan Siar (Western Isles),UKM64,1997,8721
Na h-Eileanan Siar (Western Isles),UKM64,1998,9095
Na h-Eileanan Siar (Western Isles),UKM64,1999,9001
Na h-Eileanan Siar (Western Isles),UKM64,2000,9478
Na h-Eileanan Siar (Western Isles),UKM64,2001,10131
Na h-Eileanan Siar (Western Isles),UKM64,2002,10693
Na h-Eileanan Siar (Western Isles),UKM64,2003,10973
Na h-Eileanan Siar (Western Isles),UKM64,2004,11337
Na h-Eileanan Siar (Western Isles),UKM64,2005,11901
Na h-Eileanan Siar (Western Isles),UKM64,2006,11572
Na h-Eileanan Siar (Western Isles),UKM64,2007,12712
Na h-Eileanan Siar (Western Isles),UKM64,2008,13279
Na h-Eileanan Siar (Western Isles),UKM64,2009,13789
Na h-Eileanan Siar (Western Isles),UKM64,2010,14164
Na h-Eileanan Siar (Western Isles),UKM64,2011,14373
Na h-Eileanan Siar (Western Isles),UKM64,2012,14566
Na h-Eileanan Siar (Western Isles),UKM64,2013,14787
Na h-Eileanan Siar (Western Isles),UKM64,2014,15237
Na h-Eileanan Siar (Western Isles),UKM64,2015,16525
Na h-Eileanan Siar (Western Isles),UKM64,2016,16479
"Newry, Mourne and Down",UKN08,1997,8535
"Newry, Mourne and Down",UKN08,1998,8696
"Newry, Mourne and Down",UKN08,1999,8923
"Newry, Mourne and Down",UKN08,2000,9432
"Newry, Mourne and Down",UKN08,2001,9655
"Newry, Mourne and Down",UKN08,2002,10153
"Newry, Mourne and Down",UKN08,2003,10751
"Newry, Mourne and Down",UKN08,2004,11408
"Newry, Mourne and Down",UKN08,2005,12203
"Newry, Mourne and Down",UKN08,2006,12872
"Newry, Mourne and Down",UKN08,2007,13001
"Newry, Mourne and Down",UKN08,2008,13183
"Newry, Mourne and Down",UKN08,2009,13188
"Newry, Mourne and Down",UKN08,2010,13113
"Newry, Mourne and Down",UKN08,2011,13637
"Newry, Mourne and Down",UKN08,2012,13808
"Newry, Mourne and Down",UKN08,2013,14214
"Newry, Mourne and Down",UKN08,2014,14537
"Newry, Mourne and Down",UKN08,2015,14812
"Newry, Mourne and Down",UKN08,2016,14721
North Hampshire,UKJ37,1997,13905
North Hampshire,UKJ37,1998,14232
North Hampshire,UKJ37,1999,14458
North Hampshire,UKJ37,2000,15403
North Hampshire,UKJ37,2001,15857
North Hampshire,UKJ37,2002,16283
North Hampshire,UKJ37,2003,16372
North Hampshire,UKJ37,2004,16969
North Hampshire,UKJ37,2005,17232
North Hampshire,UKJ37,2006,17696
North Hampshire,UKJ37,2007,18556
North Hampshire,UKJ37,2008,19026
North Hampshire,UKJ37,2009,19452
North Hampshire,UKJ37,2010,19343
North Hampshire,UKJ37,2011,19533
North Hampshire,UKJ37,2012,20581
North Hampshire,UKJ37,2013,21274
North Hampshire,UKJ37,2014,21563
North Hampshire,UKJ37,2015,23012
North Hampshire,UKJ37,2016,23155
North Lanarkshire,UKM84,1997,8793
North Lanarkshire,UKM84,1998,9143
North Lanarkshire,UKM84,1999,9397
North Lanarkshire,UKM84,2000,10093
North Lanarkshire,UKM84,2001,10561
North Lanarkshire,UKM84,2002,10955
North Lanarkshire,UKM84,2003,11213
North Lanarkshire,UKM84,2004,11541
North Lanarkshire,UKM84,2005,11951
North Lanarkshire,UKM84,2006,12140
North Lanarkshire,UKM84,2007,12915
North Lanarkshire,UKM84,2008,13484
North Lanarkshire,UKM84,2009,13620
North Lanarkshire,UKM84,2010,13691
North Lanarkshire,UKM84,2011,13899
North Lanarkshire,UKM84,2012,14323
North Lanarkshire,UKM84,2013,14730
North Lanarkshire,UKM84,2014,15309
North Lanarkshire,UKM84,2015,15838
North Lanarkshire,UKM84,2016,16171
North Northamptonshire,UKF25,1997,10271
North Northamptonshire,UKF25,1998,10579
North Northamptonshire,UKF25,1999,10859
North Northamptonshire,UKF25,2000,11527
North Northamptonshire,UKF25,2001,11899
North Northamptonshire,UKF25,2002,12080
North Northamptonshire,UKF25,2003,12584
North Northamptonshire,UKF25,2004,13052
North Northamptonshire,UKF25,2005,13645
North Northamptonshire,UKF25,2006,14236
North Northamptonshire,UKF25,2007,15152
North Northamptonshire,UKF25,2008,15427
North Northamptonshire,UKF25,2009,15496
North Northamptonshire,UKF25,2010,15310
North Northamptonshire,UKF25,2011,15649
North Northamptonshire,UKF25,2012,16374
North Northamptonshire,UKF25,2013,16891
North Northamptonshire,UKF25,2014,17263
North Northamptonshire,UKF25,2015,18319
North Northamptonshire,UKF25,2016,18315
North Nottinghamshire,UKF15,1997,9046
North Nottinghamshire,UKF15,1998,9586
North Nottinghamshire,UKF15,1999,9916
North Nottinghamshire,UKF15,2000,10574
North Nottinghamshire,UKF15,2001,11003
North Nottinghamshire,UKF15,2002,11407
North Nottinghamshire,UKF15,2003,11738
North Nottinghamshire,UKF15,2004,12345
North Nottinghamshire,UKF15,2005,12567
North Nottinghamshire,UKF15,2006,12818
North Nottinghamshire,UKF15,2007,13644
North Nottinghamshire,UKF15,2008,13980
North Nottinghamshire,UKF15,2009,14342
North Nottinghamshire,UKF15,2010,14132
North Nottinghamshire,UKF15,2011,14228
North Nottinghamshire,UKF15,2012,14685
North Nottinghamshire,UKF15,2013,14934
North Nottinghamshire,UKF15,2014,15348
North Nottinghamshire,UKF15,2015,16297
North Nottinghamshire,UKF15,2016,16339
North Yorkshire CC,UKE22,1997,11701
North Yorkshire CC,UKE22,1998,12492
North Yorkshire CC,UKE22,1999,12614
North Yorkshire CC,UKE22,2000,12820
North Yorkshire CC,UKE22,2001,13244
North Yorkshire CC,UKE22,2002,13844
North Yorkshire CC,UKE22,2003,14232
North Yorkshire CC,UKE22,2004,14710
North Yorkshire CC,UKE22,2005,15516
North Yorkshire CC,UKE22,2006,16437
North Yorkshire CC,UKE22,2007,16889
North Yorkshire CC,UKE22,2008,17242
North Yorkshire CC,UKE22,2009,17936
North Yorkshire CC,UKE22,2010,17657
North Yorkshire CC,UKE22,2011,18047
North Yorkshire CC,UKE22,2012,18792
North Yorkshire CC,UKE22,2013,19150
North Yorkshire CC,UKE22,2014,19238
North Yorkshire CC,UKE22,2015,20403
North Yorkshire CC,UKE22,2016,20611
North and North East Lincolnshire,UKE13,1997,9293
North and North East Lincolnshire,UKE13,1998,9711
North and North East Lincolnshire,UKE13,1999,9908
North and North East Lincolnshire,UKE13,2000,10294
North and North East Lincolnshire,UKE13,2001,10706
North and North East Lincolnshire,UKE13,2002,10988
North and North East Lincolnshire,UKE13,2003,11403
North and North East Lincolnshire,UKE13,2004,11742
North and North East Lincolnshire,UKE13,2005,11941
North and North East Lincolnshire,UKE13,2006,12348
North and North East Lincolnshire,UKE13,2007,13042
North and North East Lincolnshire,UKE13,2008,13072
North and North East Lincolnshire,UKE13,2009,13206
North and North East Lincolnshire,UKE13,2010,13206
North and North East Lincolnshire,UKE13,2011,13731
North and North East Lincolnshire,UKE13,2012,14144
North and North East Lincolnshire,UKE13,2013,14230
North and North East Lincolnshire,UKE13,2014,14421
North and North East Lincolnshire,UKE13,2015,14958
North and North East Lincolnshire,UKE13,2016,14994
North and West Norfolk,UKH16,1997,9574
North and West Norfolk,UKH16,1998,9802
North and West Norfolk,UKH16,1999,10077
North and West Norfolk,UKH16,2000,10722
North and West Norfolk,UKH16,2001,11393
North and West Norfolk,UKH16,2002,11690
North and West Norfolk,UKH16,2003,11948
North and West Norfolk,UKH16,2004,12218
North and West Norfolk,UKH16,2005,12733
North and West Norfolk,UKH16,2006,12817
North and West Norfolk,UKH16,2007,13443
North and West Norfolk,UKH16,2008,14148
North and West Norfolk,UKH16,2009,14702
North and West Norfolk,UKH16,2010,15084
North and West Norfolk,UKH16,2011,15511
North and West Norfolk,UKH16,2012,16190
North and West Norfolk,UKH16,2013,16551
North and West Norfolk,UKH16,2014,16728
North and West Norfolk,UKH16,2015,17515
North and West Norfolk,UKH16,2016,17749
Northumberland,UKC21,1997,10301
Northumberland,UKC21,1998,10563
Northumberland,UKC21,1999,11021
Northumberland,UKC21,2000,11820
Northumberland,UKC21,2001,12276
Northumberland,UKC21,2002,12504
Northumberland,UKC21,2003,13027
Northumberland,UKC21,2004,13432
Northumberland,UKC21,2005,13675
Northumberland,UKC21,2006,14505
Northumberland,UKC21,2007,14803
Northumberland,UKC21,2008,15681
Northumberland,UKC21,2009,16629
Northumberland,UKC21,2010,16469
Northumberland,UKC21,2011,16617
Northumberland,UKC21,2012,17288
Northumberland,UKC21,2013,17681
Northumberland,UKC21,2014,17842
Northumberland,UKC21,2015,18522
Northumberland,UKC21,2016,18016
Norwich and East Norfolk,UKH15,1997,10042
Norwich and East Norfolk,UKH15,1998,10333
Norwich and East Norfolk,UKH15,1999,10521
Norwich and East Norfolk,UKH15,2000,11136
Norwich and East Norfolk,UKH15,2001,11700
Norwich and East Norfolk,UKH15,2002,11930
Norwich and East Norfolk,UKH15,2003,12139
Norwich and East Norfolk,UKH15,2004,12397
Norwich and East Norfolk,UKH15,2005,12750
Norwich and East Norfolk,UKH15,2006,12802
Norwich and East Norfolk,UKH15,2007,13446
Norwich and East Norfolk,UKH15,2008,14048
Norwich and East Norfolk,UKH15,2009,14438
Norwich and East Norfolk,UKH15,2010,14687
Norwich and East Norfolk,UKH15,2011,15093
Norwich and East Norfolk,UKH15,2012,15759
Norwich and East Norfolk,UKH15,2013,16036
Norwich and East Norfolk,UKH15,2014,16217
Norwich and East Norfolk,UKH15,2015,17290
Norwich and East Norfolk,UKH15,2016,17431
Nottingham,UKF14,1997,8304
Nottingham,UKF14,1998,8674
Nottingham,UKF14,1999,9049
Nottingham,UKF14,2000,9452
Nottingham,UKF14,2001,9654
Nottingham,UKF14,2002,9864
Nottingham,UKF14,2003,9927
Nottingham,UKF14,2004,9768
Nottingham,UKF14,2005,9924
Nottingham,UKF14,2006,10122
Nottingham,UKF14,2007,10542
Nottingham,UKF14,2008,10781
Nottingham,UKF14,2009,10817
Nottingham,UKF14,2010,10728
Nottingham,UKF14,2011,10761
Nottingham,UKF14,2012,11109
Nottingham,UKF14,2013,11679
Nottingham,UKF14,2014,11911
Nottingham,UKF14,2015,12397
Nottingham,UKF14,2016,12232
Orkney Islands,UKM65,1997,8116
Orkney Islands,UKM65,1998,8834
Orkney Islands,UKM65,1999,9362
Orkney Islands,UKM65,2000,9065
Orkney Islands,UKM65,2001,9653
Orkney Islands,UKM65,2002,9977
Orkney Islands,UKM65,2003,10099
Orkney Islands,UKM65,2004,11200
Orkney Islands,UKM65,2005,11493
Orkney Islands,UKM65,2006,12544
Orkney Islands,UKM65,2007,13930
Orkney Islands,UKM65,2008,14845
Orkney Islands,UKM65,2009,15767
Orkney Islands,UKM65,2010,16243
Orkney Islands,UKM65,2011,17068
Orkney Islands,UKM65,2012,17688
Orkney Islands,UKM65,2013,17934
Orkney Islands,UKM65,2014,17798
Orkney Islands,UKM65,2015,17881
Orkney Islands,UKM65,2016,18381
Oxfordshire,UKJ14,1997,13290
Oxfordshire,UKJ14,1998,13703
Oxfordshire,UKJ14,1999,14040
Oxfordshire,UKJ14,2000,15144
Oxfordshire,UKJ14,2001,15432
Oxfordshire,UKJ14,2002,15888
Oxfordshire,UKJ14,2003,15989
Oxfordshire,UKJ14,2004,16587
Oxfordshire,UKJ14,2005,16928
Oxfordshire,UKJ14,2006,18067
Oxfordshire,UKJ14,2007,18558
Oxfordshire,UKJ14,2008,18995
Oxfordshire,UKJ14,2009,19378
Oxfordshire,UKJ14,2010,19051
Oxfordshire,UKJ14,2011,19337
Oxfordshire,UKJ14,2012,20361
Oxfordshire,UKJ14,2013,21006
Oxfordshire,UKJ14,2014,21609
Oxfordshire,UKJ14,2015,23282
Oxfordshire,UKJ14,2016,23675
Perth & Kinross and Stirling,UKM77,1997,11359
Perth & Kinross and Stirling,UKM77,1998,11736
Perth & Kinross and Stirling,UKM77,1999,11663
Perth & Kinross and Stirling,UKM77,2000,12396
Perth & Kinross and Stirling,UKM77,2001,13147
Perth & Kinross and Stirling,UKM77,2002,13133
Perth & Kinross and Stirling,UKM77,2003,13695
Perth & Kinross and Stirling,UKM77,2004,14971
Perth & Kinross and Stirling,UKM77,2005,15307
Perth & Kinross and Stirling,UKM77,2006,16351
Perth & Kinross and Stirling,UKM77,2007,16891
Perth & Kinross and Stirling,UKM77,2008,17082
Perth & Kinross and Stirling,UKM77,2009,17129
Perth & Kinross and Stirling,UKM77,2010,17094
Perth & Kinross and Stirling,UKM77,2011,17998
Perth & Kinross and Stirling,UKM77,2012,18476
Perth & Kinross and Stirling,UKM77,2013,18884
Perth & Kinross and Stirling,UKM77,2014,18964
Perth & Kinross and Stirling,UKM77,2015,19539
Perth & Kinross and Stirling,UKM77,2016,19747
Peterborough,UKH11,1997,9916
Peterborough,UKH11,1998,10344
Peterborough,UKH11,1999,11033
Peterborough,UKH11,2000,11751
Peterborough,UKH11,2001,12095
Peterborough,UKH11,2002,12320
Peterborough,UKH11,2003,12281
Peterborough,UKH11,2004,12359
Peterborough,UKH11,2005,12634
Peterborough,UKH11,2006,13308
Peterborough,UKH11,2007,13856
Peterborough,UKH11,2008,14039
Peterborough,UKH11,2009,14093
Peterborough,UKH11,2010,14205
Peterborough,UKH11,2011,14310
Peterborough,UKH11,2012,14864
Peterborough,UKH11,2013,15262
Peterborough,UKH11,2014,15844
Peterborough,UKH11,2015,16630
Peterborough,UKH11,2016,16563
Plymouth,UKK41,1997,9258
Plymouth,UKK41,1998,9632
Plymouth,UKK41,1999,9827
Plymouth,UKK41,2000,10437
Plymouth,UKK41,2001,10702
Plymouth,UKK41,2002,10894
Plymouth,UKK41,2003,11207
Plymouth,UKK41,2004,11540
Plymouth,UKK41,2005,11715
Plymouth,UKK41,2006,12160
Plymouth,UKK41,2007,12639
Plymouth,UKK41,2008,13076
Plymouth,UKK41,2009,13427
Plymouth,UKK41,2010,13916
Plymouth,UKK41,2011,14104
Plymouth,UKK41,2012,14336
Plymouth,UKK41,2013,14665
Plymouth,UKK41,2014,14947
Plymouth,UKK41,2015,15407
Plymouth,UKK41,2016,15147
Portsmouth,UKJ31,1997,9368
Portsmouth,UKJ31,1998,9529
Portsmouth,UKJ31,1999,9982
Portsmouth,UKJ31,2000,10861
Portsmouth,UKJ31,2001,10878
Portsmouth,UKJ31,2002,11341
Portsmouth,UKJ31,2003,11412
Portsmouth,UKJ31,2004,11398
Portsmouth,UKJ31,2005,11345
Portsmouth,UKJ31,2006,11557
Portsmouth,UKJ31,2007,12139
